nba_api_id,name,age_2025,metadata_bucket,adjudicated_bucket,is_adjudicated,is_flip,is_non_flip_adj,stat,mu_metadata,mu_adjudicated,delta_mu,actual,ae_metadata,ae_adjudicated,delta_ae
201567,Kevin Love,37.0,Forward,Center,True,True,False,PTS,5.00172144243404,3.5363898508954934,-1.465331591538547,14.636065573770493,9.634344131336452,11.099675722874998,-1.465331591538547
201567,Kevin Love,37.0,Forward,Center,True,True,False,REB,3.5864006226644976,3.8376547089843744,0.2512540863198769,12.688524590163937,9.10212396749944,8.850869881179563,0.2512540863198769
201567,Kevin Love,37.0,Forward,Center,True,True,False,AST,1.1154489110990258,1.1154489110990258,0.0,3.9540983606557374,2.8386494495567116,2.8386494495567116,0.0
201567,Kevin Love,37.0,Forward,Center,True,True,False,BLK,0.1276827937906681,0.12449296996841244,-0.0031898238222556607,0.5311475409836066,0.4034647471929385,0.4066545710151942,-0.0031898238222556885
203076,Anthony Davis,32.0,Forward,Center,True,True,False,PTS,23.266310841785565,21.698504644906944,-1.567806196878621,23.4432,0.1768891582144363,1.7446953550930573,-1.567806196878621
203076,Anthony Davis,32.0,Forward,Center,True,True,False,REB,11.46710412657143,11.814626364400532,0.34752223782910185,12.7296,1.2624958734285698,0.914973635599468,0.34752223782910185
203076,Anthony Davis,32.0,Forward,Center,True,True,False,AST,3.548573886227427,3.548573886227427,0.0,3.2256,0.3229738862274272,0.3229738862274272,0.0
203076,Anthony Davis,32.0,Forward,Center,True,True,False,BLK,1.986980305644344,1.9752643302581303,-0.011715975386213717,1.9008,0.08618030564434398,0.07446433025813026,0.011715975386213717
203507,Giannis Antetokounmpo,31.0,Forward,Center,True,True,False,PTS,28.44316169688869,27.135547333100643,-1.3076143637880477,34.40615976900867,5.9629980721199765,7.270612435908024,-1.3076143637880477
203507,Giannis Antetokounmpo,31.0,Forward,Center,True,True,False,REB,11.593474648809565,11.855169942696902,0.26169529388733714,12.196342637151108,0.6028679883415435,0.3411726944542064,0.26169529388733714
203507,Giannis Antetokounmpo,31.0,Forward,Center,True,True,False,AST,6.422173256339833,6.422173256339833,0.0,6.791145332050048,0.3689720757102153,0.3689720757102153,0.0
203507,Giannis Antetokounmpo,31.0,Forward,Center,True,True,False,BLK,1.06746043915137,1.063429122668926,-0.004031316482443925,0.8315688161693936,0.2358916229819764,0.2318603064995325,0.004031316482443925
203939,Dwight Powell,34.0,Forward,Center,True,True,False,PTS,2.44671110548676,1.6480400693357542,-0.7986710361510057,8.344370860927151,5.897659755440392,6.696330791591397,-0.7986710361510054
203939,Dwight Powell,34.0,Forward,Center,True,True,False,REB,2.204906747855244,2.3063047978240676,0.1013980499688234,10.211920529801326,8.007013781946082,7.905615731977258,0.1013980499688234
203939,Dwight Powell,34.0,Forward,Center,True,True,False,AST,0.8450891458487824,0.8450891458487824,0.0,2.701986754966887,1.8568976091181046,1.8568976091181046,0.0
203939,Dwight Powell,34.0,Forward,Center,True,True,False,BLK,0.2413378968579862,0.2384779549398365,-0.0028599419181497,0.8344370860927153,0.593099189234729,0.5959591311528788,-0.0028599419181497554
204001,Kristaps Porziņģis,30.0,Forward,Center,True,True,False,PTS,19.062590840557736,18.239674255812492,-0.8229165847452435,24.91948051948052,5.856889678922784,6.679806263668027,-0.8229165847452435
204001,Kristaps Porziņģis,30.0,Forward,Center,True,True,False,REB,6.793644064848898,6.894936267535363,0.10129220268646488,7.807792207792207,1.0141481429433084,0.9128559402568435,0.10129220268646488
204001,Kristaps Porziņģis,30.0,Forward,Center,True,True,False,AST,2.224177228334068,2.224177228334068,0.0,3.7870129870129854,1.5628357586789172,1.5628357586789172,0.0
204001,Kristaps Porziņģis,30.0,Forward,Center,True,True,False,BLK,1.5162850145557467,1.5128985014880243,-0.0033865130677224187,1.7766233766233768,0.26033836206763006,0.2637248751353525,-0.0033865130677224187
201959,Taj Gibson,40.0,Forward,Center,True,True,False,PTS,3.339916839916839,1.8056972227781098,-1.534219617138729,,,,
201959,Taj Gibson,40.0,Forward,Center,True,True,False,REB,3.127858627858628,3.4243893812886483,0.29653075343002033,,,,
201959,Taj Gibson,40.0,Forward,Center,True,True,False,AST,0.5301455301455301,0.5301455301455301,0.0,,,,
201959,Taj Gibson,40.0,Forward,Center,True,True,False,BLK,0.5301455301455301,0.5073656639729822,-0.022779866172547902,,,,
203482,Kelly Olynyk,34.0,Forward,Center,True,True,False,PTS,8.518741231081526,7.194763833528663,-1.3239773975528628,,,,
203482,Kelly Olynyk,34.0,Forward,Center,True,True,False,REB,4.854847939829955,5.078110041264748,0.22326210143479308,,,,
203482,Kelly Olynyk,34.0,Forward,Center,True,True,False,AST,2.810701438848921,2.810701438848921,0.0,,,,
203482,Kelly Olynyk,34.0,Forward,Center,True,True,False,BLK,0.4015287769784173,0.3967705148257489,-0.0047582621526684465,,,,
203486,Mason Plumlee,35.0,Forward,Center,True,True,False,PTS,5.034432389355231,3.875940768487931,-1.1584916208673004,,,,
203486,Mason Plumlee,35.0,Forward,Center,True,True,False,REB,5.855855855855856,6.171703104170964,0.3158472483151078,,,,
203486,Mason Plumlee,35.0,Forward,Center,True,True,False,AST,1.7976115650534252,1.7976115650534252,0.0,,,,
203486,Mason Plumlee,35.0,Forward,Center,True,True,False,BLK,0.5174942384244708,0.5093829361042388,-0.00811130232023205,,,,
